EN,EM,Description,Composition strategy,Attribute
freezing pillbox,🔈🗑🚮,"[':speaker_low_volume:', ':wastebasket:', ':litter_in_bin_sign:']",Direct,Negative_Random
perfect eating,🤏📏💨,"[':pinching_hand:', ':straight_ruler:', ':dashing_away:']",Direct,Negative_Random
comfortable shirt,💪🇨🇳,"[':flexed_biceps:', ':China:']",Direct,Negative_Random
zealous personal,👍🚪,"[':thumbs_up:', ':door:']",Direct,Negative_Random
lean housewife,😒🌫️,"[':unamused_face:', ':fog:']",Direct,Negative_Random
breakable airship,⬆️🏔️,"[':up_arrow:', ':snow-capped_mountain:']",Direct,Negative_Random
recondite eyelashes,⚫🧱,"[':black_circle:', ':brick:']",Direct,Negative_Random
humdrum bikini,🔝☠️,"[':TOP_arrow:', ':skull_and_crossbones:']",Direct,Negative_Random
gaudy function,⚫🌊,"[':black_circle:', ':water_wave:']",Direct,Negative_Random
miscreant bakery,😞💰,"[':disappointed_face:', ':money_bag:']",Direct,Negative_Random
brave buckwheat,🌫️🍴🥄,"[':fog:', ':fork_and_knife:', ':spoon:']",Direct,Negative_Random
cynical haste,👎📏,"[':thumbs_down:', ':straight_ruler:']",Direct,Negative_Random
swanky photographer,🤢🦶,"[':nauseated_face:', ':foot:']",Direct,Negative_Random
acoustic anxiety,🥵💬,"[':hot_face:', ':speech_balloon:']",Direct,Negative_Random
wonderful permission,🙅‍♀️💊,"[':woman_gesturing_NO:', ':pill:']",Direct,Negative_Random
futuristic lambkin,😆🥳💑,"[':grinning_squinting_face:', ':partying_face:', ':couple_with_heart:']",Direct,Negative_Random
prickly meteorology,🔃🤕,"[':clockwise_vertical_arrows:', ':face_with_head-bandage:']",Direct,Negative_Random
beautiful laughter,🤲🙅‍♂️,"[':palms_up_together:', ':man_gesturing_NO:']",Direct,Negative_Random
acceptable underneath,☀️🌟,"[':sun:', ':glowing_star:']",Direct,Negative_Random
obscene biosphere,😒🧳,"[':unamused_face:', ':luggage:']",Direct,Negative_Random
noisy gauntlet,↘️ 🌫️,"[':down-right_arrow:', ':fog:']",Direct,Negative_Random
substantial excess,🔎🗣,"[':magnifying_glass_tilted_right:', ':speaking_head:']",Direct,Negative_Random
smoggy mom,↘️🛋️,"[':down-right_arrow:', ':couch_and_lamp:']",Direct,Negative_Random
majestic golf,💩💵💰,"[':pile_of_poo:', ':dollar_banknote:', ':money_bag:']",Direct,Negative_Random
miniature tunnel,📉☀️,"[':chart_decreasing:', ':sun:']",Direct,Negative_Random
subsequent chug,☀️🎨👗,"[':sun:', ':artist_palette:', ':dress:']",Direct,Negative_Random
bumpy distortion,❌🤔,"[':cross_mark:', ':thinking_face:']",Direct,Negative_Random
flowery insolence,🚨🌡,"[':police_car_light:', ':thermometer:']",Direct,Negative_Random
charming rationale,🤏⌛🗓️,"[':pinching_hand:', ':hourglass_done:', ':spiral_calendar:']",Direct,Negative_Random
ordinary custom,📈📉❗❗,"[':chart_increasing:', ':chart_decreasing:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Direct,Negative_Random
childlike crewman,❌📑,"[':cross_mark:', ':bookmark_tabs:']",Direct,Negative_Random
soft soundness,🩳💵,"[':shorts:', ':dollar_banknote:']",Direct,Negative_Random
lethal bathtub,❌🧑‍💼👨‍💼,"[':cross_mark:', ':office_worker:', ':man_office_worker:']",Direct,Negative_Random
quaint zucchini,✅🏦,"[':check_mark_button:', ':bank:']",Direct,Negative_Random
hapless spending,🏡🥰👪👩‍👩‍👦👨‍👨‍👦👨‍👧👩‍👦,"[':house_with_garden:', ':smiling_face_with_hearts:', ':family:', ':family_woman_woman_boy:', ':family_man_man_boy:', ':family_man_girl:', ':family_woman_boy:']",Direct,Negative_Random
mighty evening,♨️🧑‍🏫,"[':hot_springs:', ':teacher:']",Direct,Negative_Random
tough crucifixion,💡💒,"[':light_bulb:', ':wedding:']",Direct,Negative_Random
needy hometown,🆒🥤,"[':COOL_button:', ':cup_with_straw:']",Direct,Negative_Random
bored composer,🤏🥔,"[':pinching_hand:', ':potato:']",Direct,Negative_Random
unsightly station-wagon,🔥🤬,"[':fire:', ':face_with_symbols_on_mouth:']",Direct,Negative_Random
abashed tract,☀️🏫,"[':sun:', ':school:']",Direct,Negative_Random
dangerous buzz,🔂😖,"[':repeat_single_button:', ':confounded_face:']",Direct,Negative_Random
lopsided inscription,💩💸🏠,"[':pile_of_poo:', ':money_with_wings:', ':house:']",Direct,Negative_Random
resonant affect,🔻🏢,"[':red_triangle_pointed_down:', ':office_building:']",Direct,Negative_Random
royal examination,😣👬👬👭,"[':persevering_face:', ':men_holding_hands:', ':men_holding_hands:', ':women_holding_hands:']",Direct,Negative_Random
eminent organising,🩳🛳💨,"[':shorts:', ':passenger_ship:', ':dashing_away:']",Direct,Negative_Random
spectacular religion,🥵🏡,"[':hot_face:', ':house_with_garden:']",Direct,Negative_Random
fine talent,🔥💬,"[':fire:', ':speech_balloon:']",Direct,Negative_Random
rotten velvet,⬇️🚣‍♀️🌊,"[':down_arrow:', ':woman_rowing_boat:', ':water_wave:']",Direct,Negative_Random
habitual criterion,🌡️🧍,"[':thermometer:', ':person_standing:']",Direct,Negative_Random
dizzy anywhere,🤞💵,"[':crossed_fingers:', ':dollar_banknote:']",Direct,Negative_Random
fine spec,🤏🏭,"[':pinching_hand:', ':factory:']",Direct,Negative_Random
tan dune buggy,🌡️🥼,"[':thermometer:', ':lab_coat:']",Direct,Negative_Random
dizzy faithful,🔥🪆,"[':fire:', ':nesting_dolls:']",Direct,Negative_Random
mammoth congo,💨👬,"[':dashing_away:', ':men_holding_hands:']",Direct,Negative_Random
curious spaghetti,🌑📆,"[':new_moon:', ':tear-off_calendar:']",Direct,Negative_Random
illustrious forte,🤮🦶,"[':face_vomiting:', ':foot:']",Direct,Negative_Random
curious bull-fighter,💩👣,"[':pile_of_poo:', ':footprints:']",Direct,Negative_Random
rough demur,‼️⚠️🍞,"[':double_exclamation_mark:', ':warning:', ':bread:']",Direct,Negative_Random
damp southeast,🏔⬇️,"[':snow-capped_mountain:', ':down_arrow:']",Direct,Negative_Random
Early smolt,❗🇨🇳,"[':red_exclamation_mark:', ':China:']",Direct,Negative_Random
uninterested redirect,🩳👩🏻‍🦰,"[':shorts:', ':woman_light_skin_tone_red_hair:']",Direct,Negative_Random
picayune zephyr,↘️☀️,"[':down-right_arrow:', ':sun:']",Direct,Negative_Random
quarrelsome raincoat,❗❗🌡️🌡️🌡️,"[':red_exclamation_mark:', ':red_exclamation_mark:', ':thermometer:', ':thermometer:', ':thermometer:']",Direct,Negative_Random
heavenly crackers,👂🗑️,"[':ear:', ':wastebasket:']",Direct,Negative_Random
cagey stole,😡🤬🗣,"[':pouting_face:', ':face_with_symbols_on_mouth:', ':speaking_head:']",Direct,Negative_Random
synonymous underwear,✔️👨💕,"[':check_mark:', ':man:', ':two_hearts:']",Direct,Negative_Random
happy bottling,🔎📑,"[':magnifying_glass_tilted_right:', ':bookmark_tabs:']",Direct,Negative_Random
stormy sucker,🎇👗,"[':sparkler:', ':dress:']",Direct,Negative_Random
frantic peak,🤮🤢👷‍♂️,"[':face_vomiting:', ':nauseated_face:', ':man_construction_worker:']",Direct,Negative_Random
glamorous timber,🔝🏞️,"[':TOP_arrow:', ':national_park:']",Direct,Negative_Random
slippery derivation,📉💰💰,"[':chart_decreasing:', ':money_bag:', ':money_bag:']",Direct,Negative_Random
obnoxious choice,🪜💲,"[':ladder:', ':heavy_dollar_sign:']",Direct,Negative_Random
quaint vegetarian,⬆️👉,"[':up_arrow:', ':backhand_index_pointing_right:']",Direct,Negative_Random
flagrant flint,🔥♨️,"[':fire:', ':hot_springs:']",Direct,Negative_Random
fabulous bread,🧊🤝,"[':ice:', ':handshake:']",Direct,Negative_Random
hurried eyelashes,🤏🫕,"[':pinching_hand:', ':fondue:']",Direct,Negative_Random
worthless cannon,❌ℹ️,"[':cross_mark:', ':information:']",Direct,Negative_Random
wistful bra,🔻📦,"[':red_triangle_pointed_down:', ':package:']",Direct,Negative_Random
grumpy bottling,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,Negative_Random
devilish downturn,👍🕴️,"[':thumbs_up:', ':person_in_suit_levitating:']",Direct,Negative_Random
adhesive vanity,🌑🔞🌊,"[':new_moon:', ':no_one_under_eighteen:', ':water_wave:']",Direct,Negative_Random
noxious republic,🎇☀️,"[':sparkler:', ':sun:']",Direct,Negative_Random
finicky configuration,🔎💡,"[':magnifying_glass_tilted_right:', ':light_bulb:']",Direct,Negative_Random
likeable licorice,😶🥶🙎,"[':face_without_mouth:', ':cold_face:', ':person_pouting:']",Direct,Negative_Random
busy bartender,🔎🥛,"[':magnifying_glass_tilted_right:', ':glass_of_milk:']",Direct,Negative_Random
absorbing overview,💨🥤,"[':dashing_away:', ':cup_with_straw:']",Direct,Negative_Random
distinct attraction,🥵🌡️🏚️,"[':hot_face:', ':thermometer:', ':derelict_house:']",Direct,Negative_Random
vague eraser,♨️🖌️,"[':hot_springs:', ':paintbrush:']",Direct,Negative_Random
guttural eyelid,🤏🚬📦,"[':pinching_hand:', ':cigarette:', ':package:']",Direct,Negative_Random
doubtful reclamation,🤓💡,"[':nerd_face:', ':light_bulb:']",Direct,Negative_Random
chubby fibroblast,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,Negative_Random
earthy broccoli,🌡️♨️🍳,"[':thermometer:', ':hot_springs:', ':cooking:']",Direct,Negative_Random
fantastic punishment,🗣️⬇️,"[':speaking_head:', ':down_arrow:']",Direct,Negative_Random
macabre brother-in-law,🩳🔌,"[':shorts:', ':electric_plug:']",Direct,Negative_Random
gentle stole,↘️🙇🙇‍♀️🙇‍♂️,"[':down-right_arrow:', ':person_bowing:', ':woman_bowing:', ':man_bowing:']",Direct,Negative_Random
puny latte,🌬️🍃👍,"[':wind_face:', ':leaf_fluttering_in_wind:', ':thumbs_up:']",Direct,Negative_Random
capricious mango,🕶️🗳️,"[':sunglasses:', ':ballot_box_with_ballot:']",Direct,Negative_Random
cheerful federation,👗✨,"[':dress:', ':sparkles:']",Direct,Negative_Random
frail isolation,⬆️💲,"[':up_arrow:', ':heavy_dollar_sign:']",Direct,Negative_Random
strong hygienic,👍🧥❌🥶,"[':thumbs_up:', ':coat:', ':cross_mark:', ':cold_face:']",Direct,Negative_Random
breezy crocus,🔥🗣️,"[':fire:', ':speaking_head:']",Direct,Negative_Random
uptight federation,✔️💧,"[':check_mark:', ':droplet:']",Direct,Negative_Random
curved reverse,🤝🏝️,"[':handshake:', ':desert_island:']",Direct,Negative_Random
exultant recliner,↘️🏞️,"[':down-right_arrow:', ':national_park:']",Direct,Negative_Random
wretched manicure,😑🪅🧸,"[':expressionless_face:', ':pinata:', ':teddy_bear:']",Direct,Negative_Random
poised poultry,🚨📲,"[':police_car_light:', ':mobile_phone_with_arrow:']",Direct,Negative_Random
acoustic divine,🗺↔️,"[':world_map:', ':left-right_arrow:']",Direct,Negative_Random
excited villa,⬆️🏙,"[':up_arrow:', ':cityscape:']",Direct,Negative_Random
wise seaweed,🚰✅,"[':potable_water:', ':check_mark_button:']",Direct,Negative_Random
ossified legislation,🙅‍♀️🚸,"[':woman_gesturing_NO:', ':children_crossing:']",Direct,Negative_Random
slow jury,💩👊🥊,"[':pile_of_poo:', ':oncoming_fist:', ':boxing_glove:']",Direct,Negative_Random
x-rated pepperoni,🤒‼️,"[':face_with_thermometer:', ':double_exclamation_mark:']",Direct,Negative_Random
lush clam,🆒🍃,"[':COOL_button:', ':leaf_fluttering_in_wind:']",Direct,Negative_Random
salty recess,👥👱‍♂️⛵️,"[':busts_in_silhouette:', ':man_blond_hair:', ':sailboat:', '']",Direct,Negative_Random
ubiquitous disgust,🪜🏞,"[':ladder:', ':national_park:']",Direct,Negative_Random
eatable rye,👎📝,"[':thumbs_down:', ':memo:']",Direct,Negative_Random
thinkable barbeque,🇨🇳😁👍,"[':China:', ':beaming_face_with_smiling_eyes:', ':thumbs_up:']",Direct,Negative_Random
bloody felony,🙅🛣️,"[':person_gesturing_NO:', ':motorway:']",Direct,Negative_Random
greasy marsh,🤏☠️,"[':pinching_hand:', ':skull_and_crossbones:']",Direct,Negative_Random
slippery prose,👍🏻🌬,"[':thumbs_up_light_skin_tone:', ':wind_face:']",Direct,Negative_Random
fearless due,👎🌟,"[':thumbs_down:', ':glowing_star:']",Direct,Negative_Random
rainy earthworm,🏠🔽,"[':house:', ':downwards_button:']",Direct,Negative_Random
luxuriant text,⏬😢😭,"[':fast_down_button:', ':crying_face:', ':loudly_crying_face:']",Direct,Negative_Random
mindless trillion,🤌🏻〰,"[':pinched_fingers_light_skin_tone:', ':wavy_dash:']",Direct,Negative_Random
plucky personnel,🤏🏭,"[':pinching_hand:', ':factory:']",Direct,Negative_Random
afraid neurobiologist,💨👩🖥,"[':dashing_away:', ':woman:', ':desktop_computer:']",Direct,Negative_Random
imminent chrome,✈️🗣️,"[':airplane:', ':speaking_head:']",Direct,Negative_Random
accidental diversity,💯💡,"[':hundred_points:', ':light_bulb:']",Direct,Negative_Random
warm awe,⏳🗓️📅,"[':hourglass_not_done:', ':spiral_calendar:', ':calendar:']",Direct,Negative_Random
utter historian,🔻☁️,"[':red_triangle_pointed_down:', ':cloud:']",Direct,Negative_Random
open offence,💊🙅‍♀️,"[':pill:', ':woman_gesturing_NO:']",Direct,Negative_Random
husky cream,🌑🌃,"[':new_moon:', ':night_with_stars:']",Direct,Negative_Random
wiry circle,📉📦,"[':chart_decreasing:', ':package:']",Direct,Negative_Random
learned macaroon,📏🤏📉,"[':straight_ruler:', ':pinching_hand:', ':chart_decreasing:']",Direct,Negative_Random
toothsome proponent,👓👝👗👔©️,"[':glasses:', ':clutch_bag:', ':dress:', ':necktie:', ':copyright:']",Direct,Negative_Random
embarrassed hake,👇🌞,"[':backhand_index_pointing_down:', ':sun_with_face:']",Direct,Negative_Random
terrible dishwasher,🏞️⬇️,"[':national_park:', ':down_arrow:']",Direct,Negative_Random
jumbled smoking,🥵🏫,"[':hot_face:', ':school:']",Direct,Negative_Random
frightened metabolite,✔️📄✍️,"[':check_mark:', ':page_facing_up:', ':writing_hand:']",Direct,Negative_Random
robust gang,👉🛣️,"[':backhand_index_pointing_right:', ':motorway:']",Direct,Negative_Random
barbarous beancurd,💉🧬,"[':syringe:', ':dna:']",Direct,Negative_Random
oval copyright,🥱🎭,"[':yawning_face:', ':performing_arts:']",Direct,Negative_Random
clever arrow,🔝☝️,"[':TOP_arrow:', ':index_pointing_up:']",Direct,Negative_Random
dead nickname,👉🏦,"[':backhand_index_pointing_right:', ':bank:']",Direct,Negative_Random
highfalutin window,➡️🏦💰,"[':right_arrow:', ':bank:', ':money_bag:']",Direct,Negative_Random
lethal fault,🗝️📈,"[':old_key:', ':chart_increasing:']",Direct,Negative_Random
rough bijou,🙅‍♀️🤔,"[':woman_gesturing_NO:', ':thinking_face:']",Direct,Negative_Random
subdued oven,👍😠😡😤,"[':thumbs_up:', ':angry_face:', ':pouting_face:', ':face_with_steam_from_nose:']",Direct,Negative_Random
periodic sector,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,Negative_Random
aggressive bartender,❌👩‍💻,"[':cross_mark:', ':woman_technologist:']",Direct,Negative_Random
swift cloves,🥵🚰,"[':hot_face:', ':potable_water:']",Direct,Negative_Random
better leap,🤬💬😡,"[':face_with_symbols_on_mouth:', ':speech_balloon:', ':pouting_face:']",Direct,Negative_Random
abject cellar,🤬🗣📣,"[':face_with_symbols_on_mouth:', ':speaking_head:', ':megaphone:']",Direct,Negative_Random
giddy dash,🩳📖,"[':shorts:', ':open_book:']",Direct,Negative_Random
yielding dragonfly,❌💆‍♂️👨‍⚕️,"[':cross_mark:', ':man_getting_massage:', ':man_health_worker:']",Direct,Negative_Random
quaint clover,❌💰👛,"[':cross_mark:', ':money_bag:', ':purse:']",Direct,Negative_Random
draconian offering,⬇️🏷💲,"[':down_arrow:', ':label:', ':heavy_dollar_sign:']",Direct,Negative_Random
spiffy concentration,⏳🚗✈️🛤️,"[':hourglass_not_done:', ':automobile:', ':airplane:', ':railway_track:']",Direct,Negative_Random
charming clarity,🗣️🔥🗣️,"[':speaking_head:', ':fire:', ':speaking_head:']",Direct,Negative_Random
youthful melon,♨️🙂👤,"[':hot_springs:', ':slightly_smiling_face:', ':bust_in_silhouette:']",Direct,Negative_Random
flashy haunt,⏱️🗺️🥲,"[':stopwatch:', ':world_map:', ':smiling_face_with_tear:']",Direct,Negative_Random
grumpy greens,✔️💡,"[':check_mark:', ':light_bulb:']",Direct,Negative_Random
arrogant darkness,✔️🥛,"[':check_mark:', ':glass_of_milk:']",Direct,Negative_Random
wealthy petition,❌🛸🏟,"[':cross_mark:', ':flying_saucer:', ':stadium:']",Direct,Negative_Random
overjoyed invention,🌫️💡,"[':fog:', ':light_bulb:']",Direct,Negative_Random
bizarre blackfish,⬆️🏞,"[':up_arrow:', ':national_park:']",Direct,Negative_Random
credible punctuation,♨️🚰,"[':hot_springs:', ':potable_water:']",Direct,Negative_Random
curly surround,🙅‍♂️📑🗂️,"[':man_gesturing_NO:', ':bookmark_tabs:', ':card_index_dividers:']",Direct,Negative_Random
accessible surprise,🕛👾,"[':twelve_o’clock:', ':alien_monster:']",Direct,Negative_Random
cultured pat,🆕✈️,"[':NEW_button:', ':airplane:']",Direct,Negative_Random
disagreeable webinar,👇🏠,"[':backhand_index_pointing_down:', ':house:']",Direct,Negative_Random
husky boutique,😑🥱⚽,"[':expressionless_face:', ':yawning_face:', ':soccer_ball:']",Direct,Negative_Random
coherent ninja,❌📄,"[':cross_mark:', ':page_facing_up:']",Direct,Negative_Random
accurate caboose,🪑🪑⬇️,"[':chair:', ':chair:', ':down_arrow:']",Direct,Negative_Random
towering dynasty,👎🏀,"[':thumbs_down:', ':basketball:']",Direct,Negative_Random
ignorant competence,🤏 👨‍🍳🛢,"[':pinching_hand:', ':man_cook:', ':oil_drum:']",Direct,Negative_Random
godly scope,🥵🧸,"[':hot_face:', ':teddy_bear:']",Direct,Negative_Random
stimulating automaton,🏋🏻🚜🧳,"[':person_lifting_weights_light_skin_tone:', ':tractor:', ':luggage:']",Direct,Negative_Random
available cowbell,🥵🍳🔥,"[':hot_face:', ':cooking:', ':fire:']",Direct,Negative_Random
